row_number,title,detail_url,resource_id,contracting_authority,info,date_published,submission_deadline,procedure,status,notice_pdf_url,award_date,estimated_value,cycle
884,Consultancy Panel to deliver the Green for Business Programme - Leitrim Local Enterprise Office,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5392958,5392958,Leitrim County Council_2136,,Tue Apr 01 08:16:15 IST 2025,Sun Apr 30 00:00:00 IST 2028,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5392958,,,1
885,Consultancy Panel to deliver the Lean for Business Programme - Leitrim Local Enterprise Office,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5392642,5392642,Leitrim County Council_2136,,Tue Apr 01 08:02:25 IST 2025,Sun Apr 30 00:00:00 IST 2028,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5392642,,,1
886,Supply and delivery of Hydrotreated Vegetable Oil (HVO) to Maynooth University,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5352685,5352685,Maynooth University,,Tue Apr 01 08:01:09 IST 2025,Wed May 07 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5352685,,300000.0,1
887,"Provision of Selected Food Categories , Chemical and Consumables Products to EHS Sites Nationwide - Panel",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5381552,5381552,Rásaíocht Con Éireann,,Tue Apr 01 07:50:49 IST 2025,Fri May 09 17:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5381552,,3000000.0,1
888,Multi-Party Framework Agreement for Participant Recruitment Services for the FAST-IP Innovators Initiative Programme,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5385774,5385774,University College Dublin ( UCD ),,Mon Mar 31 12:33:17 IST 2025,Thu Apr 17 10:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5385774,,200000.0,1
889,Framework Agreement for the Provision of Healthcare Quality Advisors for HSE Global Health Programme,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5376107,5376107,Health Service Executive (HSE),,Mon Mar 31 08:11:05 IST 2025,Mon Apr 28 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5376107,,,1
890,Single Party Framework Agreement for the Provision of UK Racecourse Branding and Associated Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5264476,5264476,Horse Racing Ireland (HRI),,Fri Mar 28 16:53:42 GMT 2025,Fri Apr 25 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5264476,,221000.0,1
891,8030 QS for Post Tensioned Bridge Inspection (PTSI),https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1807039,1807039,Iarnród Eireann-Irish Rail,,Thu Mar 27 12:51:55 GMT 2025,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
892,22-050Q - Polyethylene pipe and associated fittings for water and wastewater services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1806666,1806666,Uisce Éireann,,Wed Mar 26 14:37:19 GMT 2025,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
893,22-010Q - Ductile Iron Pipe and associated fittings for water and wastewater services - QSQ,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=1797274,1797274,Uisce Éireann,,Wed Mar 26 14:27:05 GMT 2025,,Dynamic Purchasing System,Established,,Mon May 01 00:00:00 IST 2023,0.0,1
894,Framework Agreement for Water Quality Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5350673,5350673,Health Service Executive (HSE),,Wed Mar 26 08:01:13 GMT 2025,Wed Apr 30 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5350673,,,1
895,Single Party Framework Agreement for the Provision of hosting licencing implementation maintenance development and support services for an online collaboration system and related services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5316402,5316402,Dublin City Council,,Wed Mar 26 07:52:11 GMT 2025,Wed Apr 23 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5316402,,600000.0,1
896,TII463 MetroLink Delivery Oversight Group - Chairperson Qualification System,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5227291,5227291,Transport Infrastructure Ireland (TII),,Tue Mar 25 08:01:54 GMT 2025,,Qualification System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5227291,,,1
897,Single Party Framework Agreement for Furniture Transportation and Related Services (GALW/BUILD1126/2025),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5307028,5307028,University of Galway (ID 1400),,Mon Mar 24 12:42:23 GMT 2025,Wed Apr 16 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5307028,,200000.0,1
898,"CFT 3767 – Single Party framework agreement for the Provision of External Garages for the Repair, Service, Maintenance and Statutory Inspections for SDCC road vehicles",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5331520,5331520,South Dublin County Council,,Mon Mar 24 08:50:57 GMT 2025,Tue Apr 22 16:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5331520,,1400000.0,1
899,Ground Transportation Services at the College of Amenity Horticulture,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5334551,5334551,Teagasc - the Agriculture and Food Development Authority,,Fri Mar 21 14:37:08 GMT 2025,Wed Apr 16 14:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5334551,,,1
900,IT3258F - RFT to Establish a Single Supplier Framework Agreement for the Provision of a Clinical Data Management System and Associate Services for the University of Galway,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5279580,5279580,Education Procurement Service (EPS),,Thu Mar 20 08:41:08 GMT 2025,Tue Apr 22 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5279580,,2500000.0,1
901,Building and Associated Works,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5181445,5181445,daa plc,,Wed Mar 19 07:50:22 GMT 2025,,Qualification System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5181445,,,1
902,CFT 3754 - MPFA for supply and installation of public realm footpaths and park infrastructure. The Initial contract is for 12 months with an option to proceed for up to 3 x 12 month periods (4 years,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5308061,5308061,South Dublin County Council,,Tue Mar 18 15:09:21 GMT 2025,Tue Apr 08 16:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5308061,,,1
903,"Dynamic Purchasing System (DPS) Invitation for the provision of Electrosurgery Equipment and Neurology Products, all related Accessories and Consumables HSE Ref 16765/23898",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5298562,5298562,Health Service Executive (HSE),,Tue Mar 18 07:51:39 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5298562,,8.0E7,1
904,The Supply of Bus Hire Services to Galway and Roscommon Education and Training Board – 2 Lots,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5286438,5286438,Galway Roscommon Education and Training Board_92189,,Mon Mar 17 07:53:52 GMT 2025,Tue Apr 22 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5286438,,480000.0,1
905,"Provision of Bus Hire Services for City of Dublin ETB Schools, Colleges and Centres",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5292234,5292234,City of Dublin Education and Training Board,,Mon Mar 17 07:53:51 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5292234,,1000000.0,1
906,The Supply of Temporary Personnel,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5293512,5293512,Longford and Westmeath Education and Training Board,,Mon Mar 17 07:52:29 GMT 2025,Mon Apr 14 14:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5293512,,600000.0,1
907,Single Party Framework Agreement for the Provision of Services for a Managed Service Support Citrix Partner with Associated services for Dublin City Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5245718,5245718,Dublin City Council,,Mon Mar 17 07:52:26 GMT 2025,Tue May 06 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5245718,,4000000.0,1
908,Multi-Party Framework Agreement for the Provision of Road Safety Audit (RSA) Services for Transportation Department Schemes (including Active Travel Schemes) in County Westmeath,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5250342,5250342,Westmeath County Council,,Fri Mar 14 10:25:38 GMT 2025,Wed Apr 09 16:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5250342,,200000.0,1
909,UCDOPP5496 - International student Bicycle Hire Scheme,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5285371,5285371,University College Dublin ( UCD ),,Fri Mar 14 07:52:18 GMT 2025,Thu Apr 10 10:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5285371,,30000.0,1
910,MC202502 Single Party Framework Agreement for Fáilte Ireland Advertising Production Management Tender,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5284761,5284761,Fáilte Ireland-National Tourism Development Authority,,Fri Mar 14 07:51:41 GMT 2025,Mon Apr 14 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5284761,,400000.0,1
911,The Provision of Electrical Maintenance Services at Cork College of Further Education - Bishopstown Campus (Cork ETB),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5240148,5240148,Cork Education and Training Board,,Fri Mar 14 07:51:16 GMT 2025,Tue Apr 22 14:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5240148,,1900000.0,1
912,The Provision of Mechanical Maintenance Services at Cork College of Further Education - Bishopstown Campus (Cork ETB),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5249752,5249752,Cork Education and Training Board,,Fri Mar 14 07:51:02 GMT 2025,Tue Apr 22 14:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5249752,,1900000.0,1
913,25/180 RFT for the Establishment of a Single Party Framework Agreement for Sports Teamwear for Atlantic Technological University (In 6 Lots),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5285467,5285467,Atlantic Technological University,,Thu Mar 13 11:34:20 GMT 2025,Wed Apr 16 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5285467,,,1
914,"CFT 3761 Single Party Framework Agreement for Fencing Works for South Dublin County Council Premises, Vacant Sites and Lands",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5234285,5234285,South Dublin County Council,,Wed Mar 12 12:58:34 GMT 2025,Thu Apr 03 16:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5234285,,,1
915,Framework agreement for the analysis of phytoplankton from transitional and coastal waters for the purpose of the implementing the EU Water Framework Directive in Ireland.,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5269740,5269740,Environmental Protection Agency,,Wed Mar 12 12:25:26 GMT 2025,Wed Apr 16 16:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5269740,,150000.0,1
916,Single Party Framework Agreement for Insurance Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5269062,5269062,Grangegorman Development Agency_564,,Wed Mar 12 07:52:52 GMT 2025,Mon Apr 14 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5269062,,400000.0,1
917,Dynamic Purchasing System Invitation for the Provision of Non Compounded OPAT Drugs Ancillary Services and Nursing Services for OPAT and or CIT Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5268435,5268435,Health Service Executive (HSE),,Wed Mar 12 07:52:21 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5268435,,1.0,1
918,Dynamic Purchasing System for the provision of Third Country Qualification Recognition (TCQR) Examination Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5259509,5259509,The Pharmaceutical Society of Ireland (PSI - the Pharmacy Regulator),,Wed Mar 12 07:52:05 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5259509,,6500000.0,1
919,Framework for Arboricultural Services for Cork City Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5268899,5268899,Cork City Council,,Wed Mar 12 07:51:59 GMT 2025,Thu Apr 17 13:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5268899,,1500000.0,1
920,"NCTR2403b Single Party Framework Agreement for the Supply, Delivery, Installation and Assembly of Loose Furniture for TU Dublin",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5261798,5261798,Technological University Dublin (TU Dublin),,Wed Mar 12 07:51:51 GMT 2025,Wed Apr 09 14:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5261798,,690000.0,1
921,Dynamic Purchasing System for Building Contractors for Non-Residential Minor Building Works,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=4755787,4755787,Local Government Operational Procurement Centre (LGOPC),,Wed Mar 12 07:50:58 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=4755787,,1.315E8,1
922,"Multi Supplier Framework for the provision of Maintenance Services for Fire Alarm, Emergency Lighting (“Fire Safety”) AND/OR Electronic Security (“Security”) Systems in Public Sector Buildings",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5236785,5236785,The Office of Government Procurement,,Wed Mar 12 07:50:55 GMT 2025,Tue Apr 15 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5236785,,,1
923,"Establishment of Consultant Panel for Enhancing Processes, Systems, Teams, and Structures under title III services for Technological University Dublin at Technological University Dublin",https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5270673,5270673,Technological University Dublin (TU Dublin),,Tue Mar 11 15:56:17 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5270673,,,1
924,2025-002 Panel for Provision of services of Information and Communications Technology (ICT) Specialists,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5271306,5271306,Enterprise Ireland,,Tue Mar 11 15:10:34 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5271306,,200000.0,1
925,Panel for the provision of Painting Services for WWETB Schools and Centres.,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5267399,5267399,Waterford and Wexford Education and Training Board_110494,,Tue Mar 11 11:00:54 GMT 2025,Wed Feb 11 00:00:00 GMT 2026,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5267399,,40000.0,1
926,Galway City Council - Multi-party framework agreement for Environmental Consultancy,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5245655,5245655,Galway City Council,,Tue Mar 11 07:51:39 GMT 2025,Tue Apr 08 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5245655,,,1
927,24/042 - Telecom Equipment Colocation Cabin Supply,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5242559,5242559,Gas Networks Ireland,,Tue Mar 11 07:50:37 GMT 2025,,Qualification System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5242559,,,1
928,Single Party Framework for the provision of an electronic Applicant Tracking System to manage WWETB'S full recruitment and onboarding process,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5258151,5258151,Waterford and Wexford Education and Training Board_110494,,Mon Mar 10 10:56:46 GMT 2025,Mon Mar 31 13:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5258151,,100000.0,1
929,0345 Single party framework agreement for the Provision of Graphic Design (Lot 1) and Brand and Identity Development Services (Lot 2) for Pobal,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5249243,5249243,Pobal,,Mon Mar 10 07:52:37 GMT 2025,Wed Apr 09 11:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5249243,,500000.0,1
930,"Galway City Council - Supply, Removal, Installation and Maintenance of Gym Cardiovascular Equipment for Leisureland, Galway",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5232569,5232569,Galway City Council,,Fri Mar 07 16:30:32 GMT 2025,Thu Mar 27 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5232569,,,1
931,2025/001 Panel for the Provision of services of Life Sciences Specialists.,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5244281,5244281,Enterprise Ireland,,Fri Mar 07 15:17:45 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5244281,,200000.0,1
932,LI3087F - Framework Agreement for the Supply of Public Library Books and Audio-Visual Materials for Public Libraries for the Local Government Management Agency,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5237774,5237774,Education Procurement Service (EPS),,Fri Mar 07 07:51:12 GMT 2025,Mon Apr 14 14:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5237774,,4.0E7,1
933,Microsoft Power Platform Support and Development resourcing framework,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5230077,5230077,The Courts Service,,Fri Mar 07 07:50:57 GMT 2025,Mon Apr 14 15:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5230077,,2.0E7,1
934,"Multi-supplier framework agreement for the provision of GIS managed, professional and support services",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5233262,5233262,Department of the Environment Climate and Communications,,Fri Mar 07 07:50:46 GMT 2025,Mon Apr 14 00:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5233262,,1.0E7,1
935,IE-EPA-2025-PM: ICT Project Management Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5228744,5228744,Environmental Protection Agency,,Thu Mar 06 07:50:34 GMT 2025,Tue Apr 08 16:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5228744,,2400000.0,1
936,Supply of soft furnishings to Irish Defence Forces,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5222429,5222429,Irish Defence Forces_1144,,Wed Mar 05 07:52:59 GMT 2025,Mon Apr 14 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5222429,,600000.0,1
937,Tipperary Co Co Creation of a Framework and Schedule of Rates for Bridge Maintenance 2025,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5226681,5226681,Tipperary County Council,,Tue Mar 04 13:33:37 GMT 2025,Tue Apr 01 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5226681,,,1
938,The Establishment of a Multi-Party Framework Agreement for Services for the Office of the Chief Herald at the National Library of Ireland,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5223293,5223293,National Library of Ireland,,Tue Mar 04 11:53:06 GMT 2025,Tue Apr 01 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5223293,,160000.0,1
939,Bus wash machinery Maintenance and Repair Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5223563,5223563,Dublin Bus / Bus Atha Cliath,,Tue Mar 04 10:41:16 GMT 2025,Thu Apr 03 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5223563,,250000.0,1
940,RFT for Multi-Supplier Framework Agreement for the provision of operational search and general purpose dogs to the Irish Prison Service (3 x Lots),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5215800,5215800,Irish Prison Service,,Tue Mar 04 07:51:26 GMT 2025,Mon Apr 07 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5215800,,600000.0,1
941,"The Supply and Fitting of Floor Covering to City of Dublin ETB Centres, Schools and Colleges.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5167122,5167122,City of Dublin Education and Training Board,,Tue Mar 04 07:50:19 GMT 2025,Mon Apr 07 18:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5167122,,800000.0,1
942,Multi-Party Framework Agreement for Provision of Security Shuttering Services for KCC Owned Properties,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5205419,5205419,Kildare County Council_385,,Mon Mar 03 07:51:39 GMT 2025,Tue Apr 01 16:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5205419,,1500000.0,1
943,PROJ000009941 - ISW026F - Multi Supplier Framework Agreement for the provision of Security Software and Associated Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5196306,5196306,The Office of Government Procurement,,Mon Mar 03 07:51:05 GMT 2025,Fri Apr 18 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5196306,,1.3E7,1
944,Dublin City Council Single Party Framework for the Provision of a fully managed second level Enterprise SAN (Storage Area Network) Support and associated services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5175567,5175567,Dublin City Council,,Fri Feb 28 07:53:08 GMT 2025,Mon Apr 07 12:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5175567,,5000000.0,1
945,"Request for Tender for the supply, delivery, installation and ongoing maintenance of Solar Compacting Bins and Non-Compacting Bins",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5107303,5107303,Dublin City Council,,Fri Feb 28 07:51:38 GMT 2025,Fri Mar 28 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5107303,,3500000.0,1
946,Single Party Framework Agreement for the Provision of Waste Disposal/Recovery Services for Street Residues and other Waste Streams - Dublin City Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=4789435,4789435,Dublin City Council,,Fri Feb 28 07:50:26 GMT 2025,Fri Mar 28 17:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=4789435,,8000000.0,1
947,Dublin City Council Panel for Consultant Arborist Services,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=4847506,4847506,Dublin City Council,,Thu Feb 27 14:47:55 GMT 2025,,Dynamic Purchasing System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=4847506,,220000.0,1
948,Request for Tender for Inclusion on the Trainer Panel for Galway Rural Development GRD 2025 to 2028,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5180367,5180367,Galway Rural Development Company,,Tue Feb 25 10:30:17 GMT 2025,Sun Dec 31 00:00:00 GMT 2028,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5180367,,,1
949,TR1018 Technical and Professional Services Support for Offshore Wind and Renewable Projects - Ireland and the UK,https://www.etenders.gov.ie/epps/dps/prepareViewCfTDPSWS.do?resourceId=5171822,5171822,Electricity Supply Board ( ESB ),,Tue Feb 25 07:53:11 GMT 2025,,Qualification System,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5171822,,,1
950,The Supply of Plumbing Consumables to Galway and Roscommon Education and Training Board,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5159989,5159989,Galway Roscommon Education and Training Board_92189,,Tue Feb 25 07:52:34 GMT 2025,Mon Mar 24 12:00:00 GMT 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5159989,,800000.0,1
951,CFT 3755 - Single Party Framework for Professional Multi-Disciplinary Consultancy Services for Grange Castle Business Parks and Related Infrastructure Projects,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5172996,5172996,South Dublin County Council,,Tue Feb 25 07:51:40 GMT 2025,Wed Apr 02 16:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5172996,,1500000.0,1
952,Framework for Engineering and Environmental Consultancy Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=5165841,5165841,Inland Fisheries Ireland,,Tue Feb 25 07:50:55 GMT 2025,Thu Apr 10 17:00:00 IST 2025,Open,Established,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=5165841,,5000000.0,1
