should_bid,confidence,reasoning,relevant_factors,estimated_fit,resource_id,analyzed_at
False,high,Non-IT service - Fire Safety Consultant Services are primarily physical goods or non-technology professional services. Rejected immediately as Version 1 does not bid on these types of services.,['Physical goods or non-IT services'],0,6972752,2025-11-28T15:15:27.130614
False,low,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) are mentioned in the tender content.",['Tender content contains physical goods'],,6994886,2025-11-28T15:15:29.520466
True,high,"Matches Version 1's technology expertise and aligns with CPV codes (48000000, 48300000)","[""Primary reason for decision: Aligns with Version 1's IT capabilities"", ""Meets the contracting authority's requirements""]",70,6994263,2025-11-28T15:15:32.399538
False,low,"Implied physical goods - Major works projects for HSE; likely construction/facilities work, not IT services.",['Non-IT related to physical goods'],0,6922592,2025-11-28T15:15:34.975753
False,low,Non-IT tender - Contracting Authority is Rural Food Skillnet and the main classification is N/A. This does not match any of Version 1's service areas.,"['Contracting Authority', 'Main Classification']",0,6978756,2025-11-28T15:15:37.754190
False,low,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) mentioned in IMMEDIATE DISQUALIFICATION section. ",['Primary reason for decision'],0,6968985,2025-11-28T15:15:40.390603
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) and construction/facilities/building works mentioned in the tender title.",['Primary reason for decision'],0,6972034,2025-11-28T15:15:42.917333
False,high,"Non-IT services - Catering, food services, or meals",['Catering services'],,6971432,2025-11-28T15:15:45.008406
False,high,No PDF content available for review. Decision made based on lack of relevant IT/technology information.,['Lack of relevant IT/technology details in the tender'],0,6993250,2025-11-28T15:15:47.566986
False,high,"Non-IT services - Catering, food services, or meals are excluded from bidding by the company.",['Primary reason for decision'],0,6894170,2025-11-28T15:15:49.980759
False,high,REJECT immediately as it appears to be a physical goods tender (housing retrofit) without any clear IT/technology component.,['Primary reason for decision'],,6973793,2025-11-28T15:15:52.640753
True,high,"The tender is for a Plagiarism Detection Solution which involves software application development or modernisation, and Version 1 is a technology consultancy company. The CPV codes found are from the known IT/software CPV list.","[""Matches Version 1's capabilities""]",80,6990649,2025-11-28T15:15:55.678411
True,high,"This tender is clearly focused on software, technology, cloud, data, digital, or systems, making it a suitable match for Version 1's capabilities.","[""Tender title mentions software, IT, technology, and systems; matches Version 1's service offerings""]",80,7000702,2025-11-28T15:15:59.125731
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)","['Tender does not mention software, IT, technology, cloud, data, digital, or systems; physical goods only']",0,7000598,2025-11-28T15:16:01.875236
False,low,Non-IT service - Catering services are included in the tender as part of the Irish Red Cross requirements.,['Catering services not an IT/technology component'],,6999275,2025-11-28T15:16:05.168195
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)","['Main classification: N/A', 'CPV Codes Found: 0', 'Has Validated IT/Software CPV: False']",0,6998696,2025-11-28T15:16:08.125535
False,high,"Specific reason - the tender is for providing hot meals under the School Meals Scheme, which falls under catering and food services.",['Catering and food services'],0,6994395,2025-11-28T15:16:10.738901
False,low,"No PDF content available for evaluation, cannot determine relevance of the tender",['Tender lacks necessary documentation'],0,6995501,2025-11-28T15:16:13.057777
False,high,Specific reason - Construction facilities or building works are mentioned in the tender title.,['Construction facilities or building works'],0,6988136,2025-11-28T15:16:15.411895
False,high,"Immediate disqualification - Physical goods ONLY (furniture, equipment, vehicles, supplies)","['Physical goods only', 'Not a technology company']",0,6998153,2025-11-28T15:16:17.892398
False,high,"Physical goods only: furniture, equipment, vehicles, supplies, trees, ice machines; Construction, facilities, or building works; Catering, food services, or meals; Cleaning, maintenance, or janitorial services; Medical equipment or healthcare supplies; Educational materials, toys, or books (unless digital/software); Agricultural products or farming equipment; Transportation or logistics services; Paper printing or publishing services; Legal, HR, or recruitment services (unless for IT roles); Marketing, PR, or creative services (unless digital platform development); Generic consultancy with no IT/technology component","['Primary reason for decision', 'No clear IT/technology evidence']",,6997713,2025-11-28T15:16:22.313440
False,high,Immediatly rejecting non-IT service: Insurance Brokerage and Placement Services is a financial services tender which does not match any IT/technology component.,['Insurance Brokerage and Placement Services is a financial services tender'],0,6997077,2025-11-28T15:16:25.077769
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],,6993868,2025-11-28T15:16:27.257123
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) and Construction, facilities, or building works are mentioned in the 'Immediate Disqualification' section, which matches Version 1's exclusions.",['Primary reason for decision'],0,6991030,2025-11-28T15:16:30.155100
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies), which is outside of Version 1's technology services offerings",['Primary reason for decision'],0,6992221,2025-11-28T15:16:32.707940
False,high,"Physical goods - Christmas trees, ice machines",['Tender is for physical goods (trees)'],0,6989974,2025-11-28T15:16:34.989092
False,low,"The tender is for Stakeholder Relations and Public Relations Training Services, which does not match Version 1's capability as it is a technology consultancy company. The main classification is N/A and CPV codes are not applicable.","[""Tender does not align with Version 1's capabilities""]",0,6990183,2025-11-28T15:16:38.036708
False,high,"Physical goods ONLY - furniture, equipment, vehicles, supplies, trees, ice machines",['Primary reason for decision'],0,6986015,2025-11-28T15:16:40.381995
False,high,"Non-IT service - Catering, food services or meals (Tender Title: National Childcare Scheme (NCS) Evaluation)",['Primary reason for decision'],0,6984157,2025-11-28T15:16:43.017929
False,low,"Physical goods only (furniture, equipment) and non-IT services (catering, cleaning, janitorial, medical equipment, etc.) are mentioned in the tender details. Version 1 does not bid on these types of services.","['Tender is for physical goods or non-IT services', ""Version 1's business model excludes bidding on these""]",0,6986963,2025-11-28T15:16:46.566810
False,high,"Specific reason - The tender requires physical goods (data feeds) only, which falls under non-IT services and is outside Version 1's bid scope.",['Primary reason for decision'],0,6980857,2025-11-28T15:16:49.226965
False,high,"Physical goods ONLY (trees), which is a category not related to our technology consulting services.","['Furniture, fixtures, or physical fit-outs']",0,6981146,2025-11-28T15:16:51.747872
False,high,"Tender does not explicitly mention software, IT, technology, cloud, data, digital, or systems. It also mentions legal services, which is outside of Version 1's expertise.",['Lack of clear IT/technology evidence in the tender'],0,6966241,2025-11-28T15:16:54.707985
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],,6982090,2025-11-28T15:16:56.873614
False,high,Non-IT service - Physical goods ONLY (hazardous waste collection and disposal) is excluded from bidding due to Version 1's technology company profile.,['Primary reason for decision'],0,6975909,2025-11-28T15:16:59.617302
False,high,"Catering service is a physical goods-only service, which falls under Category Physical Goods ONLY and Non-Technology Professional Services.","[""Catering services are not aligned with Version 1's IT-related offerings""]",0,6991595,2025-11-28T15:17:02.418212
False,high,"Non-IT service - Catering, food services or meals (Estimated Value: 220000.0)",['Catering is a non-technology professional service'],0,6990606,2025-11-28T15:17:05.024072
False,high,"The tender is for the provision of Hot Meals under the School Meals Scheme to Ardattin NS 18024N, which falls under catering and food services. This is a physical goods only service that does not align with Version 1's technology capabilities.","['Physical goods only', 'Catering and food services']",,6988782,2025-11-28T15:17:08.111148
False,high,Physical goods ONLY - boats (furniture/equipment/vehicles) do not align with Version 1's IT consultancy services,['Primary reason for decision'],0,6985576,2025-11-28T15:17:10.743812
False,high,"Immediate disqualification due to physical goods only (furniture, equipment, vehicles, supplies) and catering services (meals)","['Primary reason for decision', 'Physical goods and catering services']",0,6988439,2025-11-28T15:17:13.515550
False,high,"Specific reason - Catering, food services, or meals",['Catering services'],0,6988228,2025-11-28T15:17:15.799031
False,high,Specific reason - Food or catering services (Step 2) - Tender details indicate that the service is purely physical goods and non-IT services.,['Tender details indicate a non-IT service'],0,6984984,2025-11-28T15:17:18.625535
False,low,"Immediate disqualification - The tender title mentions a 'Refurbishment of Security Duty Block', which is primarily a construction work and not an IT-related service.",['Construction work'],0,6986147,2025-11-28T15:17:21.300396
False,high,"Physical goods ONLY (furniture), Physical product procurement, Building or construction work",['Primary reason for decision'],0,6987181,2025-11-28T15:17:23.710197
False,high,Specific reason - Non-IT service: Fitness and Physical Education Equipment is a physical good.,['Primary reason for decision'],0,6986528,2025-11-28T15:17:26.174619
False,low,"Physical goods (furniture, equipment, vehicles, supplies) are mentioned in the tender title, which is outside Version 1's scope of bidding.",['Primary reason for decision'],0,6982763,2025-11-28T15:17:28.803234
False,high,"Non-IT services - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) specified in the tender",['Primary reason for decision'],0,6984015,2025-11-28T15:17:31.606544
False,high,Non-IT service - Catering services are mentioned in the tender title.,"['Tender title mentions catering services, which falls under non-IT category.']",,6969154,2025-11-28T15:17:34.044286
False,high,"Tender does not mention software, IT, technology, cloud, data, digital, or systems, and it appears to be related to building maintenance services which is a non-IT service.",['Lack of IT-related keywords in the tender title'],0,6977960,2025-11-28T15:17:37.023350
False,high,"The tender is for 'Provision of meals for four supported temporary accommodation sites', which falls under catering and food services. This is a physical goods service, specifically food supplies.",['Catering and food services'],0,6976444,2025-11-28T15:17:39.832208
False,high,"Specific reason - Tender does not mention software, IT, technology, cloud, data, digital, or systems, and is classified as civil and landscaping architectural design services.","[""Tender description does not match Version 1's capabilities""]",0,6958414,2025-11-28T15:17:42.649476
False,high,Non-IT services - Food or catering services,['Primary reason for decision'],0,6948849,2025-11-28T15:17:44.857059
False,high,"Specific reason - non-IT services: Catering, food services, or meals ( tender title mentions 'Hot Meals under the School Meals Scheme' )",['Primary reason for decision'],0,6983057,2025-11-28T15:17:47.534018
False,low,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - This is a non-IT service. Version 1 does not bid on physical product procurement or non-technology professional services.","['Furniture, equipment, vehicles, supplies']",0,6981456,2025-11-28T15:17:50.566878
False,high,"Physical goods only (furniture, equipment, vehicles, supplies) are excluded from bidding, as Version 1 is a technology company and does not bid on these services.",['Exclusion of physical goods services'],0,6981982,2025-11-28T15:17:53.425541
False,high,"Immediatly rejecting due to being a construction and facilities works tender. The contracting authority is Waterford City and County Council, and the main classification is N/A. This type of work does not align with Version 1's capabilities or service offerings.","['Construction and facilities works', 'Non-IT services']",,6981669,2025-11-28T15:17:56.463473
False,high,"Physical goods ONLY (furniture, equipment) and Physical goods ONLY (construction, facilities) listed under IMMEDIATE DISQUALIFICATION, which matches Version 1's exclusion criteria.",['Primary reason for decision'],0,6981187,2025-11-28T15:17:59.218495
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) are immediately rejected if ANY apply. Since the tender specifies a public self-service printing, photocopying, scanning, and payment system, it is categorized as physical goods.",['Primary reason for decision: Physical goods'],0,6980684,2025-11-28T15:18:02.298041
False,low,Physical goods only (furniture) - does not match Version 1's technology company profile and excluded from bidding,"['Non-IT service category', 'Excluded services']",0,6980727,2025-11-28T15:18:04.917886
False,high,"Non-IT services - Catering, food services or meals",['Catering services'],0,6980628,2025-11-28T15:18:07.199535
False,low,Non-IT services - Construction works are mentioned in the tender content.,['Construction work is a non-IT service'],,6980569,2025-11-28T15:18:09.492639
False,high,Physical goods only: Furniture and equipment (Section 5.2 of the tender specification),['Non-IT service category'],0,6980415,2025-11-28T15:18:11.925182
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Catering, food services, or meals are mentioned in the tender details.","['Main classification is N/A and no PDF content available', 'Has Validated IT/Software CPV: False']",0,6976602,2025-11-28T15:18:15.050268
False,high,"The tender does not mention software, IT, technology, cloud, data, digital, or systems. The contracting authority is the Department of Children Disability and Equality, which suggests a non-IT professional services context.","[""Tender does not match Version 1's capabilities""]",0,6971499,2025-11-28T15:18:18.103006
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)","['Tender does not mention software, IT, technology, cloud, data, digital, or systems']",0,6824265,2025-11-28T15:18:20.819209
False,high,"Immediate disqualification due to physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and catering services are mentioned in the tender.","['Physical goods ONLY', 'Catering services']",,6977342,2025-11-28T15:18:23.414550
False,high,"Non-IT services - Roof refurbishment and associated works at Scout Hall, Kildare Community Development Centre",['Non-technology professional services'],0,6976658,2025-11-28T15:18:25.979471
False,high,Non-IT professional services - construction/facilities works are excluded from bidding due to the company's focus on technology.,['Primary reason for decision'],0,6955720,2025-11-28T15:18:28.551546
False,low,Does not match Version 1's capabilities - includes physical goods (furniture/equipment) and non-IT services (catering/food services),['Lack of IT component'],0,6976333,2025-11-28T15:18:31.274128
False,high,"Non-IT services - Holy Rosary College is looking for physical goods (furniture, equipment) and non-technology professional services.",['Non-technology service'],0,6973213,2025-11-28T15:18:33.911877
False,high,"Specific reason - Physical goods ONLY (furniture, equipment) and Construction, facilities, or building works are mentioned in the tender details.","['Physical goods, construction work']",0,6975648,2025-11-28T15:18:36.600698
False,high,"Non-IT service - Construction, facilities, or building works",['Primary reason for decision'],0,6969301,2025-11-28T15:18:39.050454
False,high,"Non-IT services - Catering, food services, or meals",['Catering services'],0,6935484,2025-11-28T15:18:41.359558
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment)",['Primary reason for decision'],0,6968758,2025-11-28T15:18:43.713998
False,high,"Physical goods only (equipment), so it falls under furniture, fixtures, or physical fit-outs.",['Primary reason for decision'],0,6810287,2025-11-28T15:18:46.197189
False,high,"No PDF content available for review, which is crucial in determining the relevance of the tender to Version 1's IT services.",['Lack of relevant information'],0,6937576,2025-11-28T15:18:48.749383
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - rejected under IMMEDIATE DISQUALIFICATION","['Non-IT service', 'Furniture fit-out']",0,6963392,2025-11-28T15:18:51.501943
False,high,"No PDF content available, no clear indication of a technology service being required.","['No IT-related requirements', 'Tender lacks specific IT keywords']",,6961604,2025-11-28T15:18:53.898386
False,high,Rejection due to non-IT service - Physical goods (TEM equipment) exclusively provided.,['No IT-related services provided'],0,6943659,2025-11-28T15:18:56.352747
False,high,Non-physical service - Airborne particulate matter analysis,['Primary reason for decision'],0,6964773,2025-11-28T15:18:58.680951
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works mentioned in the tender details","[""Tender does not match Version 1's capabilities as it is for physical goods and construction services""]",0,6965752,2025-11-28T15:19:01.686059
False,high,"No valid IT/technology evidence exists. The tender title does not mention software, IT, technology, cloud, data, digital, or systems.",['Lack of clear IT/technology component'],0,6962717,2025-11-28T15:19:04.390515
False,high,"Immediate disqualification due to lack of physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and catering services.","['Tender is for the supply, delivery, installation and commissioning of an automated system', 'The contracting authority does not explicitly mention any physical product procurement']",0,6952188,2025-11-28T15:19:07.598330
False,high,"Physical goods ONLY (vehicles) - furniture, equipment, vehicles, supplies",['Primary reason for decision'],0,6960831,2025-11-28T15:19:09.935224
False,high,"Primary reason for decision - Non-IT service. The tender is for taxi services, which falls under transportation or logistics services.","[""Tender category doesn't align with Version 1's capabilities""]",0,6963275,2025-11-28T15:19:12.640438
False,high,"Immediate disqualification due to physical goods - furniture, equipment, vehicles, supplies, trees, ice machines",['Tender is purely for physical goods'],0,6960396,2025-11-28T15:19:15.160655
False,high,Non-IT service - Legal services to support appeals management do not match Version 1's technology consulting company profile,['Legal services are non-technology professional services'],0,6962284,2025-11-28T15:19:17.721652
False,high,Specific reason - Physical goods ONLY (Vehicles) as per immediate disqualification criteria,['Primary reason for decision'],0,6974353,2025-11-28T15:19:20.159990
False,high,"Physical goods only (furniture, equipment), construction, facilities, or building works are mentioned in the tender title and description, which falls outside Version 1's technology capabilities.","['Primary reason for decision', 'No valid IT/technology services mentioned']",0,6974252,2025-11-28T15:19:23.085745
False,high,"Carnaun National School is looking for hot meals under the School Meals Scheme, which falls under physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines). This service does not match Version 1's capabilities as we do not bid on non-technology professional services.",['Primary reason for decision'],0,6974100,2025-11-28T15:19:26.358970
False,high,Catering services - food or meals (service),['Primary reason for decision'],,6871133,2025-11-28T15:19:28.433911
False,high,"Fáilte Ireland-National Tourism Development Authority is requesting a Mater Plan for Sliabh Liag, which does not explicitly mention software, IT, technology, cloud, data, digital, or systems. It appears to be a physical development project.",['No explicit IT-related requirements'],0,6973062,2025-11-28T15:19:31.520538
False,high,"Leighlin Community Hub CLG has not specified any IT or technology requirements in the tender title or description, and the project is described as a construction of a two-storey Community Hub Building, which falls under non-IT services.",['Tender lacks clear IT/technology component'],0,6972908,2025-11-28T15:19:34.595241
False,high,"Non-IT consultancy services - physical goods, construction, facilities, or building works are mentioned in the tender title and content.",['Primary reason for decision'],0,6971679,2025-11-28T15:19:37.131017
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) - Reject immediately as it does not match Version 1's capabilities of providing technology services.",['Primary reason for decision'],0,6969188,2025-11-28T15:19:39.890581
False,high,"No PDF content available for review, but it does not contain IT keywords or indicate software development/modernisation, digital services, cloud infrastructure, etc. The tender is likely for non-IT related services.","['Lack of relevant information in the PDF', ""Tender does not match any of Version 1's service offerings""]",,6970033,2025-11-28T15:19:42.989891
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,6971003,2025-11-28T15:19:45.385639
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender title.",['Primary reason for decision'],0,6959775,2025-11-28T15:19:48.148708
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - furniture does not match the company profile which is a technology consultancy",['Primary reason for decision'],0,6967030,2025-11-28T15:19:50.724024
False,high,"Physical goods ONLY (furniture, equipment) are mentioned in the tender title and description.",['Primary reason for decision'],0,6724329,2025-11-28T15:19:53.205172
False,high,Physical goods ONLY (furniture) mentioned in the tender title,"['Tender title mentions physical goods', 'Version 1 does not bid on furniture']",0,6969256,2025-11-28T15:19:55.694284
False,high,"Specific reason - Tender is for provision of Hot Meals under the School Meals Scheme, which falls under physical goods (catering services) and does not match Version 1's capabilities in providing IT-related services.",['Primary reason for decision'],0,6969641,2025-11-28T15:19:58.618273
False,high,"Specific reason - Tender is for catering/food services under School Meals Scheme, which falls outside of Version 1's capabilities.",['Primary reason for decision'],0,6936205,2025-11-28T15:20:01.170289
False,high,"Non-IT service - Catering, food services, or meals (line item: No PDF content available)",['Primary reason for decision'],0,6964666,2025-11-28T15:20:03.674065
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies) since the tender does not mention software, IT, technology, cloud, data, digital, or systems.",['Primary reason for decision'],0,6969062,2025-11-28T15:20:06.489432
False,high,"The tender does not mention software, IT, technology, cloud, data, digital, or systems, and is purely for a physical goods procurement (Conservation Card).",['No IT-related services provided'],0,6354993,2025-11-28T15:20:09.244380
False,high,"Non-IT service - Catering, food services or meals","['Catering, food services or meals are non-IT professional services']",,6967070,2025-11-28T15:20:11.575891
False,high,"The Abbey School is looking for Electrical Upgrade Consultancy Services, which falls under the category of IT Consulting, Architecture, or Strategy. Since Version 1 is a technology company and does not bid on non-technology professional services, we should reject this opportunity.",['Primary reason for decision'],0,6965912,2025-11-28T15:20:14.594154
False,high,"The tender details indicate a lack of clear IT/technology evidence, as the main classification is N/A and no valid CPV codes are listed.",['Lack of clear IT/technology evidence'],0,6792226,2025-11-28T15:20:17.298574
False,high,REJECT - Catering services as it is a physical good (food) and does not match Version 1's technology company capabilities or scope.,['Catering services is a non-IT service'],0,6956589,2025-11-28T15:20:20.071467
False,low,"Primary reason for decision - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) as it does not match Version 1's technology capabilities and does not contain a CPV code from the known IT/software CPV list.","['Non-IT service', 'No valid IT keywords in tender title']",0,6953178,2025-11-28T15:20:23.338209
False,high,"Physical goods ONLY - furniture, equipment, vehicles, supplies, trees, ice machines (tender content does not mention software or IT services)",['Primary reason for decision'],0,6792190,2025-11-28T15:20:25.982864
False,high,Immediate disqualification due to catering services (Step 2),['Catering services are not an IT-related service'],0,6956665,2025-11-28T15:20:28.476459
False,high,"Non-IT services: Catering, food services, or meals (Step 2)",['Catering services not matching our technology company capabilities'],0,6953246,2025-11-28T15:20:31.011797
False,high,"Non-IT service - Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,6914711,2025-11-28T15:20:33.418477
False,high,"Construction works are mentioned in the title (Nephin Valley GWS water conservation, leakage reduction and prevention works) which is outside Version 1's scope of non-physical services.",['Non-IT services'],0,6950181,2025-11-28T15:20:36.197207
False,high,Catering services,['Food or catering services'],0,6965798,2025-11-28T15:20:38.325819
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies)",['Primary reason for decision'],0,6965682,2025-11-28T15:20:40.656672
False,high,"Non-IT services: Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Tender specifies physical goods only'],0,6912699,2025-11-28T15:20:43.184332
False,high,Has Validated IT/Software CPV: False indicates that the tender does not match any validated IT software CPV code.,['No IT/Software CPV Code Found'],0,6965359,2025-11-28T15:20:45.793156
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - rejecting non-IT services",['Primary reason for decision'],0,6964844,2025-11-28T15:20:48.238030
False,high,"Physical goods: Furniture, equipment, vehicles, supplies, trees, ice machines. This is a non-IT service.","['Primary reason for decision', 'Non-physical services excluded']",0,6962966,2025-11-28T15:20:50.899560
False,low,Lack of clear IT/technology evidence in the tender title.,"['Tender title does not explicitly mention software, IT, technology, cloud, data, digital, or systems.', 'Physical goods (furniture, equipment) are mentioned in the tender information section.']",-,6958520,2025-11-28T15:20:53.956609
False,high,"Non-IT services - SmartPly Europe DAC ‘25 is for the Provision of Mechanical Services Framework, which includes physical goods (furniture, equipment, vehicles) and construction work. This falls outside Version 1's technology capabilities.",['Non-technology professional services'],0,6963544,2025-11-28T15:20:56.953726
False,low,"Physical goods ONLY (furniture), Construction, facilities, or building works, Catering, food services, or meals, Cleaning, maintenance, or janitorial services are mentioned in the tender details.","['Tender includes physical goods and non-IT services', ""Matches Version 1's exclusion criteria""]",0,6958135,2025-11-28T15:21:00.109790
False,high,"No valid IT-related requirement or service identified, tender details do not specify software, cloud, data, digital, or systems services.",['Lack of relevant information'],0,6963314,2025-11-28T15:21:02.734713
False,low," Tender does not mention software, IT, technology, cloud, data, digital, or systems. The contracting authority is Medite Europe DAC and the estimated value is $0. The tender is for the provision of electrical services framework at MEDITE Europe DAC ‘25, which falls under physical goods ONLY (furniture, equipment, vehicles, supplies).",['Non-IT service'],,6962809,2025-11-28T15:21:06.050400
False,high,"Catering, food services, or meals as it falls under Physical goods ONLY",['Primary reason for decision'],0,6960552,2025-11-28T15:21:08.437641
False,high,"The tender is for Leadership Management Training, which does not explicitly mention software, IT, technology, cloud, data, digital, or systems. Also, it mentions physical goods (furniture), which falls under Version 1's excluded services.","['Primary reason for decision', 'Excluded service: Furniture']",0,6962320,2025-11-28T15:21:11.584150
False,high,"Specific reason - Catering, food services, or meals (non-technology professional service)","['Tender does not mention software, IT, technology, cloud, data, digital, or systems; it is a physical goods tender']",0,6738004,2025-11-28T15:21:14.411834
False,high,"Physical goods ONLY (furniture, equipment) are mentioned in the tender content, which is not a match for Version 1's capabilities.",['Tender contains physical goods that do not align with our service offerings'],0,6961639,2025-11-28T15:21:17.185703
False,high,"The tender does not specify any software, IT, technology, cloud, data, digital, or systems-related services. It appears to be a training program for Neuro Linguistic Programming.",['No clear indication of IT services'],0,6961678,2025-11-28T15:21:19.984651
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender.","[""Tender does not align with Version 1's capabilities"", 'Furniture, equipment, and construction work are explicitly excluded']",0,6959076,2025-11-28T15:21:23.097690
False,high,"Physical goods ONLY (furniture, equipment) and Construction, facilities, or building works are mentioned in the tender, which matches Version 1's restrictions on bidding on these types of services.","['Primary reason for decision', 'Tender type and our capabilities']",0,6954564,2025-11-28T15:21:26.084632
False,high,"Physical goods only (furniture, equipment, vehicles) are mentioned in the tender title.",['Tender does not mention software or IT services'],0,6959463,2025-11-28T15:21:28.586793
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender details. These categories do not match Version 1's capabilities.",['Primary reason for decision'],0,6959743,2025-11-28T15:21:31.503068
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Non-IT professional services (Medical equipment or healthcare supplies) are excluded from the scope of this tender.",['Primary reason for decision'],0,6959036,2025-11-28T15:21:34.351288
False,high,"Physical goods ONLY (training programmes), non-technology professional services",['Primary reason for decision'],0,6958759,2025-11-28T15:21:36.634616
False,high,"Specific reason - No PDF content available, indicating no IT/software component",['Lack of IT/software component'],0,6957345,2025-11-28T15:21:38.968952
False,high,"Non-IT service - Training Courses, does not match any of Version 1's technology services",['Primary reason for decision'],0,6957566,2025-11-28T15:21:41.408236
False,high,Specific reason - catering services are a physical good and do not match Version 1's technology expertise,"[""Catering services fall outside of Version 1's IT capabilities""]",0,6953343,2025-11-28T15:21:44.020355
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) and Construction, facilities, or building works are mentioned in the tender, which are not within Version 1's capabilities.",['Primary reason for decision'],0,6912898,2025-11-28T15:21:46.921381
False,high,The tender is for a People Management Programme which does not align with Version 1's technology offerings.,['No clear IT/technology component'],0,6956485,2025-11-28T15:21:49.422163
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies) - furniture, equipment",['Primary reason for decision'],0,6956238,2025-11-28T15:21:51.827937
False,high,"Non-IT services - Catering, food services, or meals are not within Version 1's capabilities.",['Primary reason for decision'],0,6951066,2025-11-28T15:21:54.285367
False,high,"Furniture is a physical good, which falls under non-IT services. According to our company policy, we do not bid on such services.",['Primary reason for decision'],0,6949523,2025-11-28T15:21:56.928777
False,low,Physical goods ONLY (equipment) according to IMMEDIATE DISQUALIFICATION - Automatically reject if ANY apply,['Equipment is a physical good'],,6945268,2025-11-28T15:21:59.197925
False,high,"Specific reason - Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines) is listed under IMMEDIATE DISQUALIFICATION",['No valid IT/Software CPV code found'],0,6592709,2025-11-28T15:22:01.948831
False,high,Non-IT service - translation services are a physical good (language translation materials) rather than an IT/technology service.,"['Physical goods ONLY', 'Translation services as non-IT']",0,6946663,2025-11-28T15:22:04.614808
False,high,Physical goods only (equipment) without clear indication of IT component or technology expertise,['Rejection reason: Physical goods'],,6945400,2025-11-28T15:22:06.875354
False,low,"Specific reason - non-IT category: Construction and Wood Tech, Graphics Design, and Wood Machining.",['Non-IT service'],0,6932628,2025-11-28T15:22:09.373156
False,low,Immediatley reject as physical goods ONLY (furniture) is mentioned in the tender title and it does not match Version 1's capabilities,['Physical goods are excluded from our services'],0,6942074,2025-11-28T15:22:12.154974
False,high,Non-IT services - Catering (An Garda Síochána_1192),['Catering services are not a technology or IT service'],0,6904891,2025-11-28T15:22:14.772214
False,low,"Contracting Authority does not specify exact services needed, but the CPV codes found include '72000000' (IT infrastructure) and '72600000' (digital services), which might indicate a possible IT-related service. However, without clear evidence of software application support or project delivery, it's hard to determine if this tender is a good fit for Version 1.",['Lack of specific details on required services'],0,6905769,2025-11-28T15:22:18.472199
True,high,Matches Version 1's capabilities for digital asset management solution development and IT services.,"['Digital Services', 'Web/Mobile Applications', 'IT Consulting, Architecture, or Strategy']",80,6942231,2025-11-28T15:22:21.144697
False,high,"Physical goods (furniture, equipment) are mentioned in the tender title, which is outside of Version 1's scope.",['Primary reason for decision'],0,6944655,2025-11-28T15:22:23.740290
False,high,"Physical goods ONLY (furniture, equipment, vehicles, supplies, trees, ice machines)",['Primary reason for decision'],0,6940143,2025-11-28T15:22:26.066563
